"","検索文字 URL： チェック","変なホテル東京羽田 サイト名","test 検索年月： 評価","2026年 投稿日","04月 コメント(全体)","範囲： コメント(良い点)","!A1:K コメント(改善点)","コメント（翻訳:全体)","コメント（翻訳:良い)","コメント（翻訳:改善点)","投稿者","","","","","関数用 2026年 2026年 ","03月 04月 ","","!A2:K300 ","","","",""
"","FALSE","Google","5","2026-03-26","","","","","","","芳賀秀弘","","","","","","","","","","","",""
"","FALSE","Booking.com","9","2026-03-25","","Le Check in avec l’accueil par des robots dinosaures et la qualité de la chambre","RAS","","恐竜ロボットによる歓迎からのチェックインと部屋の質","RAS","Damien","","","","","","","","","","","",""
"","FALSE","Google","5","2026-03-25","とても清潔で快適で、スタッフも親切でした。セルフチェックインとチェックアウトもスムーズでした。特に気に入ったのは、空港までのシャトルバスです☺️","","","とても清潔で快適で、スタッフも親切でした。セルフチェックインとチェックアウトもスムーズでした。特に気に入ったのは、空港までのシャトルバスです☺️","","","Shelyka Mela","","","","","","","","","","","",""
"","FALSE","Booking.com","9","2026-03-25","","A localização é muito boa. Ambiente aconchegante e organizado.","","","立地はとても良いです。居心地が良く、整理整頓された環境です。","","Juliane","","","","","","","","","","","",""
"","FALSE","Booking.com","9","2026-03-25","","","","","","","Eriko","","","","","","","","","","","",""
"","FALSE","Google","5","2026-03-25","Sangat bersih dan baik, stafnya pun ramah. Self Check in dan check out cepat. Yang paling suka ada shuttle bus dari dan ke bandara ☺️","","","とても清潔で快適で、スタッフも親切でした。セルフチェックインとチェックアウトもスムーズでした。特に気に入ったのは、空港までのシャトルバスです☺️","","","Shelyka Mela","","","","","","","","","","","",""
"","FALSE","Trip.com","10","2026-03-24","Check-in late from airport after midnight.  The check-in process was overall smooth, though we were greeted by few automated robot. The free shuttle bus was really punctual.  Room.was small but good enough for us to rest well. Very clean, compact and comfy. Thank you.","","","深夜過ぎに空港からチェックインしました。チェックイン手続きは全体的にスムーズでしたが、自動ロボットによる対応が少し気になりました。無料シャトルバスは時間通りに運行していました。部屋は小さかったですが、ゆっくり休むには十分でした。とても清潔でコンパクト、そして快適でした。ありがとうございました。","","","A‍n‍g‍e‍l‍a‍_‍B‍Y‍Y","","","","","","","","","","","",""
"","FALSE","Booking.com","10","2026-03-24","","最近の漫画が充実してた。立地がよい。スタッフが親切。","特になし。コンプリメンタリーウォーターがないが、その分安いからよい。","","最近の漫画が充実してた。立地がよい。スタッフが親切。","特になし。コンプリメンタリーウォーターがないが、その分安いからよい。","Yuko","","","","","","","","","","","",""
"","FALSE","Booking.com","7","2026-03-24","","","","","","","Abdul","","","","","","","","","","","",""
"","FALSE","Booking.com","8","2026-03-24","","As the Japanese like to say, high cospa. Great amenities (laundry, free toothbrushes, etc), nice room, and conbini nearby if needed.","If you have long name like I do (3 first names and 1 long last name), the automated check-in process straight up doesn't work and you need staff assistance to check in.     From a location POV, don't stay here as a main hub to stay in Tokyo, as the train in to the city goes like once per 30 minutes. Only recommend if you need a short hop before going to the airport or similar.","","日本人がよく言うように、コストパフォーマンス抜群。設備も充実していて（ランドリー、無料の歯ブラシなど）、部屋も快適。必要なら近くにコンビニもある。","私のように名前が長い場合（名字が3つと長い姓が1つ）、自動チェックイン機能は全く機能せず、スタッフの手伝いが必要になります。立地に関しては、東京中心部への電車が30分に1本しかないため、東京滞在の拠点として利用するのはお勧めしません。空港などへ行く前にちょっと立ち寄る程度であれば問題ありませんが、それ以外の用途には適しています。","Brian","","","","","","","","","","","",""
"","FALSE","Agoda","8","2026-03-24","フロントが3D映像による非対面対応するところが面白くて良かった。","","","フロントが3D映像による非対面対応するところが面白くて良かった。","","","masakazu","","","","","","","","","","","",""
"","FALSE","Booking.com","5","2026-03-24","","","","","","","ヤマグチ","","","","","","","","","","","",""
"","FALSE","Booking.com","8","2026-03-24","","Staff. Location. Breakfast","Room is quite small","","スタッフ。立地。朝食","部屋はかなり狭い","Arjen","","","","","","","","","","","",""
"","FALSE","Booking.com","8","2026-03-24","","","","","","","Hannah","","","","","","","","","","","",""
"","FALSE","Google","3","2026-03-24","フライトが早朝のため利用させていただきました。2人だったので少し部屋が狭いかな？って思いましたが、素泊まりだけだったので大丈夫でした！部屋もプロジェクター付きでとても綺麗でした。場所も大鳥居駅から近く、周りにもコンビニやテイクアウトできるレストランがあったので便利でした。しかし、チェックインがセルフなので、私の場合はスタッフの人に予約確認と本人確認のためパスポートを見せないといけなくて、そこにいたスタッフも1人で、お客さんもほとんどが外国人だったためチェックインに少し時間がかかりました。また、羽田空港へのシャトルバスがあるのが一番いいと思って予約したのに、次の日の朝にチェックアウトしてたらシャトルバスがないと言われて、結局その場にいた2人組の親子と4人で一緒にタクシーで空港に向かって合計で約4,000円ちょっとでした。どうして朝のシャトルバスがなくなったのか分かりませんが、結構残念でした。国内線でチェックインはオンラインで済ませていたので、保安検査だけ通るだけでしたが、もしこれが国際線で荷物を預ける予定ってなって、シャトルバスが急に無くなったって朝に聞かされてから結構焦ると思います。改善お願いします。  We used this hotel because our flight was early in the morning. There were only two of us, so the room seemed a little small, but since we only booked a room without meals, it was fine! The room was very nice and even had a projector. The location was convenient, close to Otorii Station, and there were convenience stores and restaurants offering takeout nearby. However, check-in is self-service, so in my case, I had to show my passport to a staff member for reservation confirmation and identity verification. There was only one staff member there, and most of the guests were foreigners, so check-in took a little while. Also, I booked this hotel because I thought the shuttle bus to Haneda Airport would be the best option, but when I checked out the next morning, I was told there was no shuttle bus. In the end, I ended up taking a taxi to the airport with a parent and child who were also there, and it cost a little over 4,000 yen in total. I don't know why the morning shuttle bus was discontinued, but it was quite disappointing. Since it was a domestic flight, I had already checked in online, so I only had to go through security. However, if this had been an international flight and I had planned to check in luggage, I think I would have been quite flustered if I had been told in the morning that the shuttle bus had suddenly been discontinued. Please improve this.","","","フライトが早朝のため利用させていただきました。2人だったので少し部屋が狭いかな？って思いましたが、素泊まりだけだったので大丈夫でした！部屋もプロジェクター付きでとても綺麗でした。場所も大鳥居駅から近く、周りにもコンビニやテイクアウトできるレストランがあったので便利でした。しかし、チェックインがセルフなので、私の場合はスタッフの人に予約確認と本人確認のためパスポートを見せないといけなくて、そこにいたスタッフも1人で、お客さんもほとんどが外国人だったためチェックインに少し時間がかかりました。また、羽田空港へのシャトルバスがあるのが一番いいと思って予約したのに、次の日の朝にチェックアウトしてたらシャトルバスがないと言われて、結局その場にいた2人組の親子と4人で一緒にタクシーで空港に向かって合計で約4,000円ちょっとでした。どうして朝のシャトルバスがなくなったのか分かりませんが、結構残念でした。国内線でチェックインはオンラインで済ませていたので、保安検査だけ通るだけでしたが、もしこれが国際線で荷物を預ける予定ってなって、シャトルバスが急に無くなったって朝に聞かされてから結構焦ると思います。改善お願いします。  We used this hotel because our flight was early in the morning. There were only two of us, so the room seemed a little small, but since we only booked a room without meals, it was fine! The room was very nice and even had a projector. The location was convenient, close to Otorii Station, and there were convenience stores and restaurants offering takeout nearby. However, check-in is self-service, so in my case, I had to show my passport to a staff member for reservation confirmation and identity verification. There was only one staff member there, and most of the guests were foreigners, so check-in took a little while. Also, I booked this hotel because I thought the shuttle bus to Haneda Airport would be the best option, but when I checked out the next morning, I was told there was no shuttle bus. In the end, I ended up taking a taxi to the airport with a parent and child who were also there, and it cost a little over 4,000 yen in total. I don't know why the morning shuttle bus was discontinued, but it was quite disappointing. Since it was a domestic flight, I had already checked in online, so I only had to go through security. However, if this had been an international flight and I had planned to check in luggage, I think I would have been quite flustered if I had been told in the morning that the shuttle bus had suddenly been discontinued. Please improve this.","","","尾崎えりか","","","","","","","","","","","",""
"","FALSE","じゃらん","5","2026-03-24","急遽東京へ行く事になり、2週間前でしたが格安でした。羽田〜ホテル間に送迎バスもあって荷物が多くても快適でした。  部屋も丁寧に掃除がされており、スタッフの方も挨拶を返して下さり滞在中は大変気持ちよく過ごせました。アメニティグッズも必要最低限あり困ることはありませんでした。また宿泊したいと思います。","","","急遽東京へ行く事になり、2週間前でしたが格安でした。羽田〜ホテル間に送迎バスもあって荷物が多くても快適でした。  部屋も丁寧に掃除がされており、スタッフの方も挨拶を返して下さり滞在中は大変気持ちよく過ごせました。アメニティグッズも必要最低限あり困ることはありませんでした。また宿泊したいと思います。","","","sientaさん","","","","","","","","","","","",""
"","FALSE","Booking.com","7","2026-03-23","","We didn’t have breakfast there.  A little bit far from everything.","N/A","","そこで朝食は食べませんでした。どこへ行くにも少し遠かったんです。","該当なし","Masami","","","","","","","","","","","",""
"","FALSE","Booking.com","8","2026-03-23","","空港からそんなに離れていない。無料バスが出ている。LGスタイラーというものが部屋にありました。","","","空港からそんなに離れていない。無料バスが出ている。LGスタイラーというものが部屋にありました。","","Namiko","","","","","","","","","","","",""
"","FALSE","Booking.com","9","2026-03-23","","The free shuttle to the airport. We only stayed one night and we wanted someplace close to the airport","I can't say I disliked anything but it's kind odd. They have 2 robotic dinosaurs and a mannequin behind the desk when checking in on the computer sign machine.","","空港までの無料シャトルバス。私たちは一泊しか滞在しなかったのですが、空港に近い場所を探していました。","特に嫌な点はなかったのですが、ちょっと変わった感じでした。チェックイン用のコンピューター式サインマシンのカウンターの後ろに、ロボット恐竜が2体とマネキンが1体置いてあったんです。","Frederick","","","","","","","","","","","",""
"","FALSE","Booking.com","8","2026-03-23","","Nice","The dinosaur concierge was very helpful but i think i still prefer real humans","","ニース","恐竜コンシェルジュはとても親切だったけど、やっぱり私は本物の人間の方が好きかな","Marcel","","","","","","","","","","","",""
"","FALSE","Booking.com","7","2026-03-23","","","","","","","Niklas","","","","","","","","","","","",""
"","FALSE","Booking.com","10","2026-03-23","","空港からの送迎バスがあり、本当に助かりました！ スタッフさんの対応もよかったです！ グレードアップでコラボルームにしていただき、楽しく過ごせました！ありがとうございます！","","","空港からの送迎バスがあり、本当に助かりました！ スタッフさんの対応もよかったです！ グレードアップでコラボルームにしていただき、楽しく過ごせました！ありがとうございます！","","麻美","","","","","","","","","","","",""
"","FALSE","Booking.com","10","2026-03-23","","Me encantó la ubicación, cerca de transportes (metro, bus...etc). La habitación me pareció súper acogedora para estar en familia y compartir todos los momentos.","Me gustó absolutamente todo.","","立地がとても気に入りました。地下鉄やバスなどの公共交通機関が近くて便利でした。部屋もとても居心地が良く、家族と過ごしたり、大切な思い出を共有したりするのに最適でした。","全てが本当に素晴らしかったです。","Raquel","","","","","","","","","","","",""
"","FALSE","Booking.com","7","2026-03-23","","","","","","","Fukuoka","","","","","","","","","","","",""
"","FALSE","楽天トラベル","4","2026-03-23","羽田空港から旅行する際の前泊で利用しました。 車で行ったのですが、奥まった場所なので少し戸惑いました。 部屋はきれいに清掃されていて少し狭いですが前泊で泊まるには問題ありません。トイレと浴室が別だったことは妻に好評でした。素泊まりでしたが近くにスーパーがあり便利でした。","","","羽田空港から旅行する際の前泊で利用しました。 車で行ったのですが、奥まった場所なので少し戸惑いました。 部屋はきれいに清掃されていて少し狭いですが前泊で泊まるには問題ありません。トイレと浴室が別だったことは妻に好評でした。素泊まりでしたが近くにスーパーがあり便利でした。","","","es1-そうしゅん","","","","","","","","","","","",""
"","FALSE","楽天トラベル","4","2026-03-23","２回目の利用です。前回同様に羽田早朝便利用の前泊です。LGスタイラーも便利に使わせていただきました。駅からも近くまわりには多くの飲食店やスーパーもあります。 前回も書きましたが、空港への無料送迎バスの早朝便では出発時間より早めにロビーで並ばないと満席の可能性があります。お勧めは15-20分前です。","","","２回目の利用です。前回同様に羽田早朝便利用の前泊です。LGスタイラーも便利に使わせていただきました。駅からも近くまわりには多くの飲食店やスーパーもあります。 前回も書きましたが、空港への無料送迎バスの早朝便では出発時間より早めにロビーで並ばないと満席の可能性があります。お勧めは15-20分前です。","","","1646夜明","","","","","","","","","","","",""
"","FALSE","Agoda","9","2026-03-23","空港へのアクセスが非常に良好で、清潔感があった。 若干部屋のサイズは小さいが、立地が良いため、満足している。 一番早い送迎バスは混む傾向があるので20分前には並ぶ必要あり。","","","空港へのアクセスが非常に良好で、清潔感があった。 若干部屋のサイズは小さいが、立地が良いため、満足している。 一番早い送迎バスは混む傾向があるので20分前には並ぶ必要あり。","","","Kenichi","","","","","","","","","","","",""
"","FALSE","Booking.com","8","2026-03-22","","La proximité de l'aéroport  Le décors","Accueil de l'hôtel sans personnel. On se demande à qui s'adresser en cas de problème","","空港に近いこと。景色が良いこと。","ホテルのフロントは無人です。何か問題が発生した場合、誰に連絡すればよいのか分かりません。","Christine","","","","","","","","","","","",""
"","FALSE","Google","5","2026-03-22","フライトの前後に滞在するのに最適な場所です！ロボットによるチェックインはとてもユニークです。もちろん、スタッフも常駐しており（案内表示にも記載されています）、必要な時にいつでも対応してくれます。  部屋自体は概ね清潔で（トイレと床に髪の毛が少し落ちていましたが）、快適で、料金に見合った価値があります。基本的なアメニティも揃っています。  全体的に見て、おすすめできるホテルで、また利用したいと思います。","","","フライトの前後に滞在するのに最適な場所です！ロボットによるチェックインはとてもユニークです。もちろん、スタッフも常駐しており（案内表示にも記載されています）、必要な時にいつでも対応してくれます。  部屋自体は概ね清潔で（トイレと床に髪の毛が少し落ちていましたが）、快適で、料金に見合った価値があります。基本的なアメニティも揃っています。  全体的に見て、おすすめできるホテルで、また利用したいと思います。","","","DM Mendoza","","","","","","","","","","","",""
"","FALSE","Agoda","7","2026-03-22","一度泊まってみたかったので、満足してます。 空港までのバスがもっとあると嬉しいかもしれません。","","","一度泊まってみたかったので、満足してます。 空港までのバスがもっとあると嬉しいかもしれません。","","","OKADA","","","","","","","","","","","",""
"","FALSE","Booking.com","9","2026-03-22","","Henn na Hotel was conveniently located near Haneda airport. They provided a shuttle to pick us up from the airport to the hotel free of charge, and back to airport should you need it but we didn't use it to return to Haneda.. It was amusing to check in with the dinosaur animatronics. Check in was smooth and easy, and they walk you through the steps very clearly. The room was decently sized for Japan standards, very clean. I appreciated the LG steam washer that was in our room for steam cleaning our clothes after being at the airport.","Understandably small like any other hotel in Tokyo. We were unable to fully open our luggages as the space was minimal.","","ヘンナホテルは羽田空港のすぐ近くにあり、とても便利でした。空港からホテルまでの無料シャトルサービスがあり、必要に応じて空港への送迎も利用できますが、私たちは羽田空港に戻る際に利用しませんでした。恐竜のアニマトロニクスと一緒にチェックインするのは面白かったです。チェックインはスムーズで簡単で、手順も非常に分かりやすく説明してくれました。部屋は日本の基準からすると十分な広さで、とても清潔でした。空港で過ごした後に服をスチームクリーニングするために、部屋にLGのスチーム洗濯機があったのはありがたかったです。","東京の他のホテルと同様、当然ながら部屋は狭かった。スペースが限られていたため、スーツケースを完全に開けることができなかった。","Maria","","","","","","","","","","","",""
"","FALSE","Google","5","2026-03-22","Perfect place to stay before or after your flight! The check in experience is so unique with the robots. Real staff is available to help (signs tell you this).  The room itself is mostly clean (we did find some hairs on the toilet and floor), comfortable, and a good value for the price paid. There are basic amenities provided.  Overall I would recommend and would stay here again.","","","フライトの前後に滞在するのに最適な場所です！ロボットによるチェックインはとてもユニークです。もちろん、スタッフも常駐しており（案内表示にも記載されています）、必要な時に対応してくれます。部屋自体は概ね清潔で（トイレと床に髪の毛が少し落ちていましたが）、快適で、料金に見合った価値があります。基本的なアメニティも揃っています。全体的に見ておすすめできるホテルで、また利用したいと思います。","","","DM Mendoza","","","","","","","","","","","",""
"","FALSE","Booking.com","10","2026-03-21","","ベッドが別々でツインだったから 朝空港迄の送迎バスに乗れて助かった バッグの荷物が重すぎるので コロコロじゃなかったので","朝時間が無くてごはんを食べれなかった","","ベッドが別々でツインだったから 朝空港迄の送迎バスに乗れて助かった バッグの荷物が重すぎるので コロコロじゃなかったので","朝時間が無くてごはんを食べれなかった","Tsuyoshi","","","","","","","","","","","",""
"","FALSE","Booking.com","10","2026-03-21","","チェックインが遅くなる連絡をした際に、すぐ返信をいただき、スタッフの方々の優しさを感じた。 フロントはすごいですね👍 圧倒されました。","","","チェックインが遅くなる連絡をした際に、すぐ返信をいただき、スタッフの方々の優しさを感じた。 フロントはすごいですね👍 圧倒されました。","","Satoko","","","","","","","","","","","",""
"","FALSE","Trip.com","10","2026-03-21","Great","","","素晴らしい","","","ゲ‍ス‍ト","","","","","","","","","","","",""
"","FALSE","楽天トラベル","3","2026-03-21","羽田空港から近くて便利です","","","羽田空港から近くて便利です","","","∞∞∞∞∞∞∞∞∞∞∞∞∞","","","","","","","","","","","",""
"","FALSE","楽天トラベル","5","2026-03-21","電車事故で飛行機に乗れず、翌日に乗るために泊まりました。家族旅行だったので、空港で子供は大号泣し、辛い想いさせてしまいましたが、こちらのホテルをとり、いつもは行かないワタミ系列の居酒屋で子供ドリンク飲み放題で、それはそれで楽しめたのでよかったです。","","","電車事故で飛行機に乗れず、翌日に乗るために泊まりました。家族旅行だったので、空港で子供は大号泣し、辛い想いさせてしまいましたが、こちらのホテルをとり、いつもは行かないワタミ系列の居酒屋で子供ドリンク飲み放題で、それはそれで楽しめたのでよかったです。","","","なつのこなつこ","","","","","","","","","","","",""
"","FALSE","Booking.com","10","2026-03-21","","Čisto,uredno,osoblje uvijek na usluzi.","","","清潔で整頓されており、スタッフはいつでもお客様のご要望にお応えいたします。","","Petek","","","","","","","","","","","",""
"","FALSE","Booking.com","8","2026-03-21","","Zajterk.","/","","防音室。","/","Isa","","","","","","","","","","","",""
"","FALSE","Booking.com","8","2026-03-21","","","","","","","Mallaury","","","","","","","","","","","",""
"","FALSE","Booking.com","9","2026-03-21","","","","","","","Gérard","","","","","","","","","","","",""
"","FALSE","Booking.com","10","2026-03-21","","","","","","","Ooi","","","","","","","","","","","",""
"","FALSE","Booking.com","6","2026-03-20","","Le côté pratique  a côté de l aeroport avec 1 arrivée  le soir  et la navette gratuite","","","空港に隣接した便利な立地で、夜間到着便も利用でき、無料シャトルバスも運行しています。","","Camou","","","","","","","","","","","",""
"","FALSE","Booking.com","10","2026-03-20","","","","","","","Wai","","","","","","","","","","","",""
"","FALSE","Booking.com","5","2026-03-20","","空港迄のバスがある事","","","空港迄のバスがある事","","Kumi","","","","","","","","","","","",""
"","FALSE","楽天トラベル","5","2026-03-20","2人で一泊14620円と安かったので予約しましたが、部屋がとても綺麗なのとチェックアウトが11時までなのがとてもありがたかったです。この価格なのがびっくりです。 もし、欲を言うなら、お金がかかってもいいのでアーリーチェックインができるようになると嬉しいなぐらいです。","","","2人で一泊14620円と安かったので予約しましたが、部屋がとても綺麗なのとチェックアウトが11時までなのがとてもありがたかったです。この価格なのがびっくりです。 もし、欲を言うなら、お金がかかってもいいのでアーリーチェックインができるようになると嬉しいなぐらいです。","","","すきやのぎうどん","","","","","","","","","","","",""
"","FALSE","Booking.com","5","2026-03-20","","お手頃価格","着いてガウンが全くなかった","","お手頃価格","着いてガウンが全くなかった","Fumiko","","","","","","","","","","","",""
"","FALSE","Booking.com","7","2026-03-20","","The hotel shuttle, which departed at 4:45 am, was very convenient in helping us make it to Haneda for our early morning flight. We didn't have a chance to eat at the hotel but my daughter really enjoyed reading several of the manga that we were able to borrow for free from the lobby.","The shuttle could only take 20 people to the airport and we didn't know that people were lining up so early. Out of the 20 that could ride, my daughter and I were number 18 and 19 and we felt very fortunate that we made it. If we would have needed to wait one hour for the next shuttle, we would have missed our flight.","","午前4時45分発のホテルシャトルバスは、早朝便で羽田空港に到着するのにとても便利でした。ホテルで食事をする機会はありませんでしたが、娘はロビーで無料で借りられた漫画を何冊か読んでとても楽しんでいました。","シャトルバスは空港まで20人しか乗せられず、こんなに早くから人が並んでいるとは知りませんでした。乗車できる20人のうち、娘と私は18番目と19番目で、なんとか間に合って本当に幸運でした。もし次のシャトルバスを1時間待たなければならなかったら、飛行機に乗り遅れていたでしょう。","Jamie","","","","","","","","","","","",""
"","FALSE","Booking.com","9","2026-03-20","","","","","","","Glen","","","","","","","","","","","",""
"","FALSE","Booking.com","9","2026-03-20","","Příjemný hotel blízko letiště. A doprava na letiště zdarma","","","空港近くの素敵なホテル。無料の空港シャトルサービス付き。","","Lukáš","","","","","","","","","","","",""
"","FALSE","Booking.com","10","2026-03-19","","","","","","","Elodie","","","","","","","","","","","",""
"","FALSE","Booking.com","10","2026-03-19","","","","","","","Yuki","","","","","","","","","","","",""
"","FALSE","Trip.com","10","2026-03-19","狭いながらも清潔なお部屋で安心して過ごせました。 アンカールームだったので、いろんななデバイスが楽しめて嬉しかったし便利でした。 近くの洋食レストランがとっても美味しかったので是非オススメします！ 朝のシャトルバスは10分前に行ったらもぅいっぱいでしたが、駅へもすぐなので電車で行けば問題なくすぐ着きます。","","","狭いながらも清潔なお部屋で安心して過ごせました。 アンカールームだったので、いろんななデバイスが楽しめて嬉しかったし便利でした。 近くの洋食レストランがとっても美味しかったので是非オススメします！ 朝のシャトルバスは10分前に行ったらもぅいっぱいでしたが、駅へもすぐなので電車で行けば問題なくすぐ着きます。","","","m‍i‍n‍9‍m‍i‍n","","","","","","","","","","","",""
"","FALSE","Booking.com","9","2026-03-19","","Great location. Easy to check in and check out.","Needs another pillow on each bed. Be aware, if taking the train back to the hotel, it will be packed due to the train going to the airport.","","立地が最高。チェックインとチェックアウトも簡単。","各ベッドに枕がもう一つ必要です。ホテルへ電車で戻る場合は、空港行きの電車なので満員になることをご了承ください。","Ngan","","","","","","","","","","","",""
"","FALSE","Booking.com","8","2026-03-19","","","","","","","Nelson","","","","","","","","","","","",""
"","FALSE","Booking.com","9","2026-03-19","","Location is great next to the airport. Check in was fun and super quick.","Shuttle bus got full really early. If you plan to use it you have to queue well in advance.","","空港のすぐそばという最高のロケーション。チェックインも楽しくて、とてもスムーズでした。","シャトルバスはあっという間に満員になりました。利用予定の方は、かなり前から列に並ぶ必要があります。","Jessica","","","","","","","","","","","",""
"","FALSE","Booking.com","10","2026-03-19","","Close and very easy for English speakers! Staff were super helpful!","","","英語を話す人にとって、近くてとても便利な場所です！スタッフの方々もとても親切でした！","","Liana","","","","","","","","","","","",""
"","FALSE","Agoda","8","2026-03-19","次の日の羽田空港の早朝便に乗る為、利用しました。数時間の滞在でしたが、空港への無料送迎バスもあり助かりました。バスは出発時刻ギリギリだと満席になる為、注意です。バスのスタッフさんやお部屋からの電話対応をしてくださったスタッフさん、とても親切でした。また機会があれば利用したいです。","","","次の日の羽田空港の早朝便に乗る為、利用しました。数時間の滞在でしたが、空港への無料送迎バスもあり助かりました。バスは出発時刻ギリギリだと満席になる為、注意です。バスのスタッフさんやお部屋からの電話対応をしてくださったスタッフさん、とても親切でした。また機会があれば利用したいです。","","","KEIKO","","","","","","","","","","","",""
"","FALSE","Google","4","2026-03-18","","","","","","","A-Mat Matsuoka","","","","","","","","","","","",""
"","FALSE","楽天トラベル","4","2026-03-18","可愛い部屋にアップグレードして下さって、有り難うございました。 夕方のシャトルバスの時間がもう少し早い時間があったらもっと良かったです...","","","可愛い部屋にアップグレードして下さって、有り難うございました。 夕方のシャトルバスの時間がもう少し早い時間があったらもっと良かったです...","","","toku1071","","","","","","","","","","","",""
"","FALSE","Booking.com","6","2026-03-18","","","羽田空港へのリムジンが満員のため乗れなかった。事前予約制にしてはどうでしょうか","","","羽田空港へのリムジンが満員のため乗れなかった。事前予約制にしてはどうでしょうか","門野","","","","","","","","","","","",""
"","FALSE","楽天トラベル","5","2026-03-18","羽田空港を利用するときは必ず利用させていただいてます。 送迎バスも助かります！","","","羽田空港を利用するときは必ず利用させていただいてます。 送迎バスも助かります！","","","butimama","","","","","","","","","","","",""
"","FALSE","じゃらん","4","2026-03-18","早朝出発の人などの音が気になるのと、お風呂の排水口の臭いが気になる〜後は快適に過ごせた。スーツケースの預かりやチェックイン、アウトも無人で楽で良かった。","","","早朝出発の人などの音が気になるのと、お風呂の排水口の臭いが気になる〜後は快適に過ごせた。スーツケースの預かりやチェックイン、アウトも無人で楽で良かった。","","","めんさん","","","","","","","","","","","",""
"","FALSE","じゃらん","4","2026-03-18","羽田空港に近くて大変便利でした。  友達とも有意義な旅を楽しめましたし、ホテルの名前がおかしくて  どんなホテルか気になってましたが以外に大変良いホテルでした。","","","羽田空港に近くて大変便利でした。  友達とも有意義な旅を楽しめましたし、ホテルの名前がおかしくて  どんなホテルか気になってましたが以外に大変良いホテルでした。","","","マーキーさん","","","","","","","","","","","",""
"","FALSE","Booking.com","10","2026-03-17","","","","","","","横山","","","","","","","","","","","",""
"","FALSE","Booking.com","8","2026-03-17","","Proximité des moyens de transport pour accéder à L aéroport Haneda...","Pas d acceuil physique...","","羽田空港へのアクセスに便利な交通機関へのアクセスが良い。","物理的な受信はできません...","Fathia","","","","","","","","","","","",""
"","FALSE","Trip.com","9","2026-03-17","Я выбрала отель из-за расположения, но прилетев в 12 ночи оказалось что трансфера нет. Я час прождала на отставке, идти ночью 47 минут по навигатору, когда -2 градуса на улице не представлялось возможным. Пришлось брать такси. Убер наличкой оплатить нельзя, мою карту он тоже отклонил, пришлось искать такси по таксометру за наличку. На все это у меня ушло 2 часа ночью. Что испортило впечатление о сервисе отеля. Я смотрела как автобусы из других отелей по третьему кругу приезжают, а от этого отеля ничего","","","立地の良さでこのホテルを選んだのですが、真夜中に到着してみるとシャトルバスがないことが分かりました。空港で1時間待たされましたが、GPSによると夜間に47分かかるはずの道のりを、気温マイナス2度の中で歩くのは不可能でした。仕方なくタクシーに乗ることにしました。Uberは現金を受け付けておらず、私のカードも使えなかったので、メーター制のタクシーを探して現金で支払うしかありませんでした。結局、夜中に2時間もかかってしまいました。このせいでホテルのサービスに対する印象は最悪でした。他のホテルからのバスが3度も到着するのを見ましたが、このホテルは何の対応もしてくれませんでした。","","","M‍i‍r‍m‍a","","","","","","","","","","","",""
"","FALSE","Agoda","7","2026-03-17","子どもたちがフロントの恐竜🦖🦕に驚き、お部屋のロボットを気に入り、物語をせがんでいました。 また、泊まりたいと思います♪ ","","","子どもたちがフロントの恐竜🦖🦕に驚き、お部屋のロボットを気に入り、物語をせがんでいました。 また、泊まりたいと思います♪ ","","","Nobuko","","","","","","","","","","","",""
"","FALSE","楽天トラベル","4","2026-03-17","初めて宿泊させていただきました 話に聞いてた通り恐竜がお出迎えしてくれるフロントにはやっぱりビックリさせられました 駅から徒歩5〜6分くらいの立地にあり大通りに出るとコンビニ、食事をするにはとても便利な所です 早朝から空港行きのシャトルバスもあります 今回は時間が合わず利用していませんが大きな荷物などがある場合はとても便利だと思います お部屋は明るくとてもきれいな客室でした 一つ残念だったのは部屋着のボタンが取れて付いていなかった事です","","","初めて宿泊させていただきました 話に聞いてた通り恐竜がお出迎えしてくれるフロントにはやっぱりビックリさせられました 駅から徒歩5〜6分くらいの立地にあり大通りに出るとコンビニ、食事をするにはとても便利な所です 早朝から空港行きのシャトルバスもあります 今回は時間が合わず利用していませんが大きな荷物などがある場合はとても便利だと思います お部屋は明るくとてもきれいな客室でした 一つ残念だったのは部屋着のボタンが取れて付いていなかった事です","","","不明","","","","","","","","","","","",""
"","FALSE","Booking.com","9","2026-03-17","","羽田空港から近くアクセスが良かったです。朝食も美味しくまた利用したいです。","チェックイン時に機械がフリーズして時間がかかりました。それ以外は特にありません。","","羽田空港から近くアクセスが良かったです。朝食も美味しくまた利用したいです。","チェックイン時に機械がフリーズして時間がかかりました。それ以外は特にありません。","Takahashi","","","","","","","","","","","",""
"","FALSE","Booking.com","10","2026-03-17","","","","","","","Stankoski","","","","","","","","","","","",""
"","FALSE","Booking.com","7","2026-03-17","","","","","","","Tsuyoshi","","","","","","","","","","","",""
"","FALSE","Google","5","2026-03-17","チェックインにロボット…🤣……とても興味深い","","","チェックインにロボット…🤣……とても興味深い","","","Michael Wu","","","","","","","","","","","",""
"","FALSE","Agoda","10","2026-03-17","部屋は広めで清潔、とても快適です。朝食も美味しい。","","","部屋は広めで清潔、とても快適です。朝食も美味しい。","","","文彦","","","","","","","","","","","",""
