チェック,サイト名,評価,投稿日,コメント(全体),コメント(良い点),コメント(改善点),コメント（翻訳:全体),コメント（翻訳:良い),コメント（翻訳:改善点),投稿者,レビューID
false,じゃらん,5,2026-03-16,研修で宿泊しました。  疲れていたので、のんびりできて良かったです。  枕が変わるとなかなか寝付けないのですが、枕がとてもしっくりきてぐっすり眠れることができました。  また、研修の時は、利用させていただきます。  ありがとうございました。,,,研修で宿泊しました。  疲れていたので、のんびりできて良かったです。  枕が変わるとなかなか寝付けないのですが、枕がとてもしっくりきてぐっすり眠れることができました。  また、研修の時は、利用させていただきます。  ありがとうございました。,,,nobbさん,jalan_322153_151486cd3d43533ef5743510c14cffd9
false,Trip.com,10,2026-03-15,附近很方便，很多食肆，有海鮮，打邊爐，拉麵，超級市場，7仔，購物中心很多，還有公仔夾，酒店服務好，乾淨衞生，值得推薦,,,周辺は非常に便利で、海鮮料理、鍋料理、ラーメンを提供するレストラン、スーパーマーケット、セブンイレブン、そして数多くのショッピングモールがあります。近くにはクレーンゲームもあります。ホテルのサービスも良く、清潔で衛生的です。非常におすすめです。,,,匿‍名‍ユ‍ー‍ザ‍ー,trip_1875838298
false,Booking.com,10,2026-03-15,,,,,,,Ryogo,bookingcom_260186_0492c1bd9c819a6578984727850a4ee0
false,Booking.com,7,2026-03-15,,食事、スタッフのサービス,部屋が狭い、ロケーションが悪い、入り口がわかりにくい,,食事、スタッフのサービス,部屋が狭い、ロケーションが悪い、入り口がわかりにくい,Torimaru,bookingcom_260186_7911190d792bbe96c5504120e198fd60
false,Booking.com,8,2026-03-15,,JRの駅に比較的近い。 スーパーが隣にある24時まであいていた。,エレベーターがなかなか来ないことがあった,,JRの駅に比較的近い。 スーパーが隣にある24時まであいていた。,エレベーターがなかなか来ないことがあった,Mai,bookingcom_260186_bef51f8b9cc015394eef6acc68cbc175
false,Booking.com,9,2026-03-15,,何と言っても立地が駅の横で最高。車はアゼリアに停めましたが地下道をやや歩いてホテル直結。天気が悪い時はとても助かります,天気が良かったのもあって部屋が暑い。エアコンは個別じゃないのか、冷風も出ず窓も開かず苦しい思いをしました,,何と言っても立地が駅の横で最高。車はアゼリアに停めましたが地下道をやや歩いてホテル直結。天気が悪い時はとても助かります,天気が良かったのもあって部屋が暑い。エアコンは個別じゃないのか、冷風も出ず窓も開かず苦しい思いをしました,しば,bookingcom_260186_0d7c0152a13f6570390c5d37cc2e4ad4
false,Booking.com,6,2026-03-15,,綺麗だった,空調設備があまり良くなかった,,綺麗だった,空調設備があまり良くなかった,温井,bookingcom_260186_f2496c296ee79ef5f5506ef92a297afc
false,Trip.com,9,2026-03-15,房間有點小，也夠用。窗外的風景不錯。早餐豐富，煮魚、麪包、冰激凌，味道不錯。前台有各種一次性用品，入浴劑、面膜，應有盡有。唯一的缺點是可以聽到電車的聲音，但是聲音不大，前台耳塞。總之，交通方便，出行首選。,,,部屋は少し狭かったものの、十分でした。窓からの眺めは素晴らしかったです。朝食は茹で魚、パン、アイスクリームなど種類豊富で、味も美味しかったです。フロントには使い捨てのバスアメニティ、バスソルト、フェイスマスクなど、必要なものがすべて揃っていました。唯一の難点は路面電車の音が聞こえることでしたが、うるさくはなく、フロントのスタッフは耳栓をしていました。全体的に見て、立地が便利で、移動手段として最適なホテルです。,,,ゲ‍ス‍ト,trip_1876928383
false,楽天トラベル,5,2026-03-15,リニューアルをされたのか内装が綺麗になっていました。シングルで予約していたのですが、ツインが余っていたようでアップグレードして頂き広いお部屋で快適に過ごせました。朝食のその場で焼いて頂くオムレツも変わらず美味しかったです。,,,リニューアルをされたのか内装が綺麗になっていました。シングルで予約していたのですが、ツインが余っていたようでアップグレードして頂き広いお部屋で快適に過ごせました。朝食のその場で焼いて頂くオムレツも変わらず美味しかったです。,,,Lanachan,rakuten_2056_e3cdaedc20b41700b327655f13a43b27
false,Booking.com,10,2026-03-14,,部屋がきれいだった,なし,,部屋がきれいだった,なし,Kanako,bookingcom_260186_5e2a0dbbe379aabaff5b1fbbf0eeb250
false,Google,4,2026-03-14,JR川崎駅から徒歩すぐ、京成川崎駅からも約10～15分という好立地にあるこのホテルは、1階にフロントがあり、その他の施設は他の階にあります。  客室は広さも十分で、狭すぎず、必要なアメニティはすべて揃っています。テーブルには折り鶴が飾られており、お客様をお迎えする演出もされていました。Onw Harmony Nowの会員になると、ちょっとしたプレゼントがもらえます。Wi-Fiのパスワードはテレビ画面に表示されていますが、チェックイン時や入室時に説明はありませんでした。  各階に自動販売機と製氷機があり、一部の階ではアルコール飲料も販売しています。  朝食は10階のレストランで提供されます。和食と洋食の両方が用意されており、全体的に満足できる内容です。星付きホテルとしては調理済み食品の種類はそれほど多くはありませんが、定番メニューは網羅されています。ドリンクの種類は豊富で、ソフトクリームも提供されています。  小さな欠点としては、ランドリールームがないことが挙げられます。これは人によっては大きな問題になるかもしれません。また、ホテルのフロントスタッフの英語力は限られているようでした。チェックインの手続きはとても親切に対応してくれましたが、有名ホテルである以上、スマホのGoogle翻訳を使うだけでなく、基本的な外国語能力は備えておくべきでしょう。さらに、部屋の窓が着色ガラスだったため、外が見えにくかったのも気になりました。,,,JR川崎駅から徒歩すぐ、京成川崎駅からも約10～15分という好立地にあるこのホテルは、1階にフロントがあり、その他の施設は他の階にあります。  客室は広さも十分で、狭すぎず、必要なアメニティはすべて揃っています。テーブルには折り鶴が飾られており、お客様をお迎えする演出もされていました。Onw Harmony Nowの会員になると、ちょっとしたプレゼントがもらえます。Wi-Fiのパスワードはテレビ画面に表示されていますが、チェックイン時や入室時に説明はありませんでした。  各階に自動販売機と製氷機があり、一部の階ではアルコール飲料も販売しています。  朝食は10階のレストランで提供されます。和食と洋食の両方が用意されており、全体的に満足できる内容です。星付きホテルとしては調理済み食品の種類はそれほど多くはありませんが、定番メニューは網羅されています。ドリンクの種類は豊富で、ソフトクリームも提供されています。  小さな欠点としては、ランドリールームがないことが挙げられます。これは人によっては大きな問題になるかもしれません。また、ホテルのフロントスタッフの英語力は限られているようでした。チェックインの手続きはとても親切に対応してくれましたが、有名ホテルである以上、スマホのGoogle翻訳を使うだけでなく、基本的な外国語能力は備えておくべきでしょう。さらに、部屋の窓が着色ガラスだったため、外が見えにくかったのも気になりました。,,,吳漢堡,google_ChIJ2dgSdPttH2AR3N7Ip3WIiwc_66fabbab15bbdd0fee3cb0ca20300c27
false,Trip.com,10,2026-03-14,非常好，離電車站太近了，服務也沒得説,,,素晴らしかった。路面電車の停留所にも非常に近く、サービスも申し分なかった。,,,T‍a‍n‍g‍t‍a‍n‍g,trip_1875650463
false,Google,4,2026-03-14,位於JR川崎站旁邊走路一下子，就算是從京成川崎站過來也大約十至十五分鐘，飯店櫃檯在一樓，其他樓層有其他設施。  房間大小還OK，不算太小，各項該有的東西都有，還有折紙鶴在桌上迎賓，現在加入Onw Harmony會員還有送小禮物，網路WiFi密碼在電視上面，不過從Check-In到住進房間貌似都沒有人提到。  各樓層都有飲料機跟冰塊機，部分樓層有販售酒精飲料。  早餐在10樓一間餐廳，整體還不錯，日式西式都有，雖然熟食種類以星級飯店覺得不算多，就是一般會有的都有，沒有特別多出來的，飲料種類倒是蠻多的，甚至還有霜淇淋。  一些小缺點是沒有洗衣房，這問題可大可小，然後飯店櫃檯人員英語能力似乎不太好，雖然還是很熱情的協助辦理入住，但畢竟是品牌飯店櫃檯，基本的外語能力應該還是要具備，而不是拿手機按Google Translate，另外一個不解的是房間窗戶有貼膜沒辦法看清楚外面，不明白。,,,JR川崎駅から徒歩すぐ、または京成川崎駅から約10～15分の場所に位置するホテルは、1階にフロントがあり、その他の施設は他の階にあります。客室は狭すぎず、必要なアメニティはすべて揃っており、テーブルにはウェルカム用の折り鶴が置かれています。Onw Harmony Nowにご入会いただくと、ちょっとしたプレゼントがあります。Wi-Fiのパスワードはテレビに表示されていますが、チェックイン時や入室時に誰も説明してくれなかったようです。各階に飲料と製氷機があり、一部の階ではアルコール飲料も販売しています。朝食は10階のレストランで提供され、和食と洋食の両方が選べ、概ね満足できる内容です。星付きホテルとしては調理済み食品の種類はそれほど多くありませんが、特別なものはなく、一般的なメニューが揃っています。ただし、ソフトクリームなど、飲み物の種類はかなり豊富です。小さな欠点としては、ランドリールームがないことが挙げられますが、これは些細な問題にも大きな問題にもなり得ます。また、フロントのスタッフの英語力は限られているようでした。チェックインの際のサポートは非​​常に親切だったものの、有名ホテルである以上、スマホのGoogle翻訳を使うだけでなく、基本的な外国語能力を備えているべきだった。また、部屋の窓が着色ガラスだったため、外が見えにくかったのも困った点だった。,,,吳漢堡,google_ChIJ2dgSdPttH2AR3N7Ip3WIiwc_70cdcf317ac83e9de674c121d3a68541
false,Booking.com,7,2026-03-13,,,,,,,Sato,bookingcom_260186_734ffceeba84ce7a03c926f43de5d9db
false,Booking.com,9,2026-03-13,,,,,,,岩城,bookingcom_260186_c02bd4260dae85fd1a0ef8ff745ab490
false,Trip.com,9,2026-03-13,位置好，車站旁邊，出行方便，不過還是能聽到電車的聲音的。 樓層高，可以看到街景，甚至遠山。 早餐日式和西洋的都有，品種還算豐富，有冰激凌,,,立地は良く、駅のすぐ隣なので移動に便利ですが、路面電車の音は聞こえます。高層階にあるため、街並みはもちろん、遠くの山々まで見渡せます。朝食は和食と洋食の両方があり、アイスクリームなど種類も豊富です。,,,ゲ‍ス‍ト,trip_1874317581
false,Booking.com,9,2026-03-13,,"We had a very comfortable room. The breakfast was good, staff excellent and I was pleasantly surprised by the location. Great supermarket downstairs, lots of restaurants, shops and a wonderful local museum nearby. Hardly any tourists.",,,とても快適な部屋でした。朝食も美味しく、スタッフも素晴らしく、立地にも大満足でした。階下には大きなスーパーマーケットがあり、近くにはたくさんのレストランやショップ、素敵な地元の博物館もあります。観光客はほとんどいませんでした。,,Ingrid,bookingcom_260186_f44c04fbeda53e45ad6d5982f573c42d
false,じゃらん,5,2026-03-12,スタッフさんとても迅速丁寧です。  部屋もいろいろ揃っていて快適。  おかげ様でゆったり落ち着けました。  朝食にソフトクリームや沖縄黒糖もありとてもおいしかったしワクワクしました。特にクロワッサンと杏仁豆腐が美味でした。  また、帰宅後のこちらの忘れ物のご対応も丁寧にしていただき感謝です。  おすすめ宿です。  本当にありがとうございました。,,,スタッフさんとても迅速丁寧です。  部屋もいろいろ揃っていて快適。  おかげ様でゆったり落ち着けました。  朝食にソフトクリームや沖縄黒糖もありとてもおいしかったしワクワクしました。特にクロワッサンと杏仁豆腐が美味でした。  また、帰宅後のこちらの忘れ物のご対応も丁寧にしていただき感謝です。  おすすめ宿です。  本当にありがとうございました。,,,さちえさん,jalan_322153_54a5f0ed9ab374e47a58d08fbd8b41a5
false,Booking.com,10,2026-03-12,,,,,,,Yukako,bookingcom_260186_ae2da6d1c663c28cf9fdf52e7747a6e9
false,Booking.com,7,2026-03-12,,駅に近いこと,,,駅に近いこと,,Hengyu,bookingcom_260186_1f2e61b1ccc94c51e08dea5ef023692c
false,楽天トラベル,4,2026-03-11,建物自体が古いですが、部屋は清潔で、コーヒーのサービスもあり満足です。 エレベーターが古いのが気になりました。,,,建物自体が古いですが、部屋は清潔で、コーヒーのサービスもあり満足です。 エレベーターが古いのが気になりました。,,,不明,rakuten_2056_167bbecaebb9101b1cc03f465184a0d4
false,Booking.com,7,2026-03-11,,田舎からなので、立地が良かった。  朝食が美味しく、和風洋風ともに品数等含めて、とても良かった。,夜食のルームサービスは、少し残念かなと。,,田舎からなので、立地が良かった。  朝食が美味しく、和風洋風ともに品数等含めて、とても良かった。,夜食のルームサービスは、少し残念かなと。,Idumi,bookingcom_260186_6bf583eac67a87558d32a4366cf7abcc
false,じゃらん,4,2026-03-11,ＪＲ川崎駅の中央東口から地上を歩いて行くルートの場合、最も近道ですが、ルートの一部に屋根がありません。そこで、地下街「アゼリア」を歩いて行くと、雨にぬれずにホテル１階にあるフロントまで行くことができます。  また、食事を付けずに宿泊を予約しましたが、歩いて数分のところに食料品売り場があり、夕食・朝食を購入しました。隣接する「ルフロン」には、日用品や食料品、レストランなど、様々なお店があるため、とても便利だと思います。,,,ＪＲ川崎駅の中央東口から地上を歩いて行くルートの場合、最も近道ですが、ルートの一部に屋根がありません。そこで、地下街「アゼリア」を歩いて行くと、雨にぬれずにホテル１階にあるフロントまで行くことができます。  また、食事を付けずに宿泊を予約しましたが、歩いて数分のところに食料品売り場があり、夕食・朝食を購入しました。隣接する「ルフロン」には、日用品や食料品、レストランなど、様々なお店があるため、とても便利だと思います。,,,hidepoさん,jalan_322153_f8d6848d3b91df6940765c02f497c82c
false,じゃらん,4,2026-03-11,インバウンドの影響で都内のビジネスホテルは一万円超えが当たり前なので、それなら川崎で同じくらいの値段のランクの高い宿はないかと探したところ、朝食は付けられなかったが、素泊まりで利用させてもらいました。シングルルームについては特段ビジネスホテルと差はないが、アメニティや部屋に付帯してものはやはり充実しています。ほぼ駅直結の好立地で飲食店に困らない川崎駅ならコスパ良いと感じました。,,,インバウンドの影響で都内のビジネスホテルは一万円超えが当たり前なので、それなら川崎で同じくらいの値段のランクの高い宿はないかと探したところ、朝食は付けられなかったが、素泊まりで利用させてもらいました。シングルルームについては特段ビジネスホテルと差はないが、アメニティや部屋に付帯してものはやはり充実しています。ほぼ駅直結の好立地で飲食店に困らない川崎駅ならコスパ良いと感じました。,,,コジロウさん,jalan_322153_472dffe5fd0a6c08398f58d1a333d31f
false,Booking.com,10,2026-03-10,,"Great location, super easy to reach different sightseeing places and Haneda airport from Kawasaki station nearby. Must recommend to give up early to enjoy the amazing breakfast! Various kinds of vegetables for salad and there’s ice cream machine for breakfast, which is interesting. Also I love pickles and mentaiko for congee.","None, everything’s great.",,立地が最高で、近くの川崎駅から様々な観光スポットや羽田空港へも簡単にアクセスできます。早起きして素晴らしい朝食を楽しむことを強くお勧めします！サラダ用の野菜の種類が豊富で、朝食にアイスクリームマシンがあるのも面白いですね。お粥に入っている漬物と明太子も大好きです。,特に問題はありません。すべて順調です。,Yi,bookingcom_260186_6434f3b2cd5e1ed6b33a4dbb8e6950ca
false,Booking.com,10,2026-03-10,,,,,,,Kelisitin,bookingcom_260186_4af0e9febd0513196fe811a0e995e2df
false,Trip.com,10,2026-03-10,Great location around with restaurants and convenience stores. Room is quite large and clean. Amazing view as well.,,,周辺にはレストランやコンビニエンスストアがあり、立地が最高です。部屋も広くて清潔。眺めも素晴らしいです。,,,ゲ‍ス‍ト,trip_1871328672
false,Booking.com,9,2026-03-10,,,,,,,Yihsuan,bookingcom_260186_3a920249d1eca16e87091375551775d7
false,Booking.com,9,2026-03-10,,地理位置佳 早餐豐盛,無,,絶好のロケーション、ボリュームたっぷりの朝食,なし,Chien-ting,bookingcom_260186_16feaf1cf3f8ac90410e2f20f2dc328f
false,Booking.com,9,2026-03-09,,,,,,,Yuk,bookingcom_260186_b0270b3b0b352332bf6167e7760ff62e
false,Booking.com,8,2026-03-09,,,,,,,Yasunori,bookingcom_260186_1171d587a7def6f3edc21caf05b59ebb
false,じゃらん,3,2026-03-09,私の泊まった部屋は広くてとても綺麗で、女子2人で広々と泊まれました。  お風呂は部屋ですが、シャンプー等ボトルで個別に入ってるのが可愛く、残った分は他の他の旅行でも使えるので便利だと思いました。  朝ごはんはもう少し品数があると嬉しかったです。,,,私の泊まった部屋は広くてとても綺麗で、女子2人で広々と泊まれました。  お風呂は部屋ですが、シャンプー等ボトルで個別に入ってるのが可愛く、残った分は他の他の旅行でも使えるので便利だと思いました。  朝ごはんはもう少し品数があると嬉しかったです。,,,あゆさん,jalan_322153_870f32b9b53de14645baa274d13cdeb7
false,Booking.com,9,2026-03-09,,Excellent location and amenities close to shopping and train station.. The views of the city from room and restaurants was exceptional.,"Lobby was quite small. However, the Front Desk staff was polite and professional.",,立地も良く、ショッピングや駅にも近く、設備も充実していました。部屋やレストランからの街の眺めは格別でした。,ロビーはかなり狭かった。しかし、フロントのスタッフは礼儀正しく、プロ意識が高かった。,Richard,bookingcom_260186_3444997e9bd299abfdf02fc1913c5909
false,Booking.com,9,2026-03-09,,"Direkt am Bahnhof, viele Restaurants und Shops können zu Fuß erreicht werden",,,駅のすぐ隣に位置しており、多くのレストランやショップが徒歩圏内にあります。,,Erwin,bookingcom_260186_df99ddafd60fdc3819106d206ba24fe5
false,Trip.com,10,2026-03-08,역 바로 앞이라 찾기 쉽고 호텔 바로 옆에 마트가 있어 편리해요,,,駅のすぐ前で見つけやすく、ホテルのすぐ隣にマートがあり便利です。,,,ゲ‍ス‍ト,trip_1868789534
false,Booking.com,8,2026-03-08,,地點位置,,,位置,,Nanfong,bookingcom_260186_373a249086c19c5be971d23f44548a8e
false,Booking.com,9,2026-03-08,,"Good room, comfortable bed, great breakfast",Perhaps a bit too noise from the train sounds early morning,,良い部屋、快適なベッド、素晴らしい朝食,早朝の電車の音が少しうるさいかもしれない,Esteban,bookingcom_260186_2d87744dbdf0f8073499fca52113e77f
false,Booking.com,10,2026-03-08,,"Hôtel très propre et confortable  Très bon emplacement situé a proximité immédiate de la gare de Kawasaki qui permet de relier facilement certains endroits stratégiques de Tokyo (environ 20/25 minutes en train de l'aéroport d'Haneda et de la gare de Tokyo)  Le buffet du petit déjeuner est varié et savoureux  En résumé, bon rapport qualité/prix",Un seul espace fumeur dans tout l'immeuble,,ホテルはとても清潔で快適でした。川崎駅のすぐ隣という絶好のロケーションで、東京の主要スポットへのアクセスも抜群です（羽田空港と東京駅から電車で約20～25分）。朝食ビュッフェは種類豊富で美味しかったです。要するに、コストパフォーマンスに優れたホテルでした。,建物全体で喫煙エリアは1箇所のみです。,Antoine,bookingcom_260186_207266566a77eaf9e9f64497ec279bed
false,Booking.com,10,2026-03-08,,"Hôtel très propre et confortable   Très bon emplacement situé a proximité immédiate de la gare de Kawasaki qui permet de relier facilement certains endroits stratégiques de Tokyo (environ 20/25 minutes en train de l'aéroport d'Haneda et de la gare de Tokyo)  Le buffet du petit déjeuner est varié et savoureux  En résumé, bon rapport qualité/prix",Un seul espace fumeur dans tout l'immeuble,,ホテルはとても清潔で快適でした。川崎駅のすぐ隣という絶好のロケーションで、東京の主要スポットへのアクセスも抜群です（羽田空港や東京駅から電車で約20～25分）。朝食ビュッフェは種類豊富で美味しかったです。要するに、価格に見合った価値がありました。,建物全体で喫煙エリアは1箇所のみです。,Antoine,bookingcom_260186_cc3020a2f8d665d1f470099a72045984
false,Booking.com,9,2026-03-08,,離車站非常近，十分方便。,房間若大一點就更理想。,,駅からとても近いので、非常に便利です。,もっと広い部屋があればなお良い。,Wai,bookingcom_260186_72efa94bee1b39cd37a168bc2227affa
false,Booking.com,10,2026-03-08,,Comfort and accessible,None,,快適でアクセスしやすい,なし,Victoria,bookingcom_260186_9b921189ea20cc02d679c6f96d5930e3
false,Agoda,7,2026-03-08,駅近で、老舗ホテルのため、安心して滞在できた。,,,駅近で、老舗ホテルのため、安心して滞在できた。,,,Ayumi,agoda_96600_ab28247687f227d79c1920e5f8e45d98
false,Trip.com,10,2026-03-08,多次入住，距離JR車站非常近，周邊繁華便利。,,,私はここに何度も宿泊しています。JR駅からとても近く、周辺地域も賑やかで便利です。,,,ゲ‍ス‍ト,trip_1869797649
false,Booking.com,10,2026-03-07,,,,,,,Attia,bookingcom_260186_96b01180ce7b28331f8b157ec570d509
false,Booking.com,9,2026-03-07,,Breakfast was good.,The room was too small.,,朝食は美味しかった。,部屋が狭すぎた。,Wei,bookingcom_260186_eb74c7c50521e3ca08820ea10582d90f
false,Booking.com,9,2026-03-07,,,,,,,Pei-chun,bookingcom_260186_a10fb06787cb9f14760bea90991b1242
false,Booking.com,9,2026-03-06,,早餐很棒、事先請飯店預約計程車、搭早班機凌晨三點到羽田機場兩個人兩咖皮箱6400日圓。,沒有,,朝食は素晴らしかったです。ホテルで事前にタクシーを予約しておきました。早朝便で羽田空港に午前3時に到着しました。2人とスーツケース2個で6400円でした。,いいえ,Chiung,bookingcom_260186_1fa534edf612f7d4379e1886cdd3c057
false,Trip.com,10,2026-03-06,호텔이 위치가 좋고 편안해서 자주이용해요  엄마가 일본에 친척들 만나러 오실때 자주 이용하는데 조용하고 직윈들도 친절해요,,,ホテルが居心地が良く、快適でよく利用しています。,,,ゲ‍ス‍ト,trip_1867645820
false,Booking.com,5,2026-03-06,,Good location close to JR,"Lighting is not sufficient as there is only one ceiling light at the entrance while the coffee machine and water boiler are placed at the end of the room.  I have to switch on my mobile torch in order to enable me to use them.  Air conditioning is centralized and you cannot adjust the temperature and the room is a bit hot to me.  Unlike other hotels stayed before in Japan, new towels, water and amenities will not be given automatically if you put Do Not Disturb sticker outside the door.  These items will only be given upon request the front desk.",,JR駅に近い好立地,入口に天井照明が1つしかないため、照明が不十分です。コーヒーメーカーと湯沸かし器は部屋の奥に設置されているため、使うには携帯の懐中電灯をつけなければなりません。エアコンはセントラル空調で温度調節ができないため、部屋は少し暑く感じました。以前日本で宿泊した他のホテルとは異なり、ドアの外に「起こさないでください」のステッカーを貼っても、新しいタオル、水、アメニティは自動的に提供されません。これらはフロントにリクエストした場合のみ提供されます。,Khchung,bookingcom_260186_0492d8941a5823b622c388fba8e9e90c
false,Booking.com,3,2026-03-06,,,"Overall the hotel is good, but sleeping was difficult because the room was too warm.  In winter the central aircon only blows hot air, and the windows cannot be opened (sealed glass panels), so there’s no way to cool the room. The bedding is also the thick winter type, so even without the blanket it still felt hot. A fan was provided but it only circulated warm air.    I didn’t notice this issue when checking reviews before booking. After my stay, I saw several reviews from Dec 2025 and Jan 2026 mentioning the same problem, so it seems to be an ongoing winter issue.",,,ホテル自体は概ね良かったのですが、部屋が暑すぎて寝つきが悪かったです。冬場はセントラルエアコンから温風しか出ず、窓も（密閉式のガラスパネルのため）開けられないので、部屋を冷やす方法がありませんでした。寝具も厚手の冬用タイプだったので、毛布なしでも暑く感じました。扇風機はありましたが、温風を循環させるだけでした。予約前に口コミを確認した際には、この問題に気づきませんでした。滞在後、2025年12月と2026年1月のレビューで同じ問題がいくつか指摘されているのを見かけたので、冬場の慢性的な問題のようです。,Tan,bookingcom_260186_946b7d4a797f917d61040396111bca21
false,Trip.com,10,2026-03-06,今回も、快眠できました！,,,今回も、快眠できました！,,,ゲ‍ス‍ト,trip_1867704132
false,楽天トラベル,5,2026-03-05,京急川崎からは少し歩きますが、羽田空港から乗換なしで行けて便利でした。近くにコンビニやスーパー、カフェ、JRの駅ビルがある点も良かったです。 フロントの方の丁寧な対応、お部屋の清潔さなど大変満足です。機会があればまた利用します。,,,京急川崎からは少し歩きますが、羽田空港から乗換なしで行けて便利でした。近くにコンビニやスーパー、カフェ、JRの駅ビルがある点も良かったです。 フロントの方の丁寧な対応、お部屋の清潔さなど大変満足です。機会があればまた利用します。,,,AK1_79,rakuten_2056_0d010f93ec54f00c78ac30ba70bc3f9d
false,Booking.com,9,2026-03-04,,ロケーションが良かったです。  清潔感もあり快適に過ごせました。,,,ロケーションが良かったです。  清潔感もあり快適に過ごせました。,,Kawai,bookingcom_260186_5759396707e467c5245f14f45059857b
false,Trip.com,10,2026-03-04,飯店位置很好，左邊很好逛離社站近真的超方便的,,,このホテルは立地が最高です。左手にはたくさんのお店があり、駅からも非常に近いのでとても便利です。,,,ゲ‍ス‍ト,trip_1865847012
false,Booking.com,7,2026-03-04,,,夜中も朝も上からドン、ドンと音が聞こえていた。,,,夜中も朝も上からドン、ドンと音が聞こえていた。,Kokoro,bookingcom_260186_c4435a4bfb9cc000c99b9b283cfd0034
false,Booking.com,7,2026-03-04,,,,,,,内田,bookingcom_260186_8faceb2ebb55e37be4f35e358d0903ed
false,Booking.com,8,2026-03-04,,,,,,,Essie,bookingcom_260186_0872e69f2a2e862b4bdb060b775679f2
false,Booking.com,9,2026-03-04,,ロケーションが良かったです。  清潔感もあり快適に過ごせました。,,,ロケーションが良かったです。  清潔感もあり快適に過ごせました。,,Kawai,bookingcom_260186_a3b92cd5247c6eb8e49526d136c993d1
false,Booking.com,7,2026-03-04,,,夜中も朝も上からドン、ドンと音が聞こえていた。,,,夜中も朝も上からドン、ドンと音が聞こえていた。,Kokoro,bookingcom_260186_e7c529ac177672402ab1218145e14f3a
false,Booking.com,7,2026-03-04,,,,,,,内田,bookingcom_260186_505463524b7d163f0f70624705bdde5d
false,Booking.com,8,2026-03-04,,,,,,,Essie,bookingcom_260186_ced22ad91460bcec37b79f6a14659682
false,Booking.com,9,2026-03-03,,,,,,,Simone,bookingcom_260186_40fc1ea0392e92009832615e22c4e988
false,Booking.com,8,2026-03-03,,,,,,,Hideaki,bookingcom_260186_8182195264e8ee817be6d380c8cb2614
false,Booking.com,8,2026-03-03,,駅に近い,,,駅に近い,,Eriko,bookingcom_260186_50895cb0a7c7ca2daa2616e28f019389
false,Booking.com,8,2026-03-03,,駅に近い,,,駅に近い,,Eriko,bookingcom_260186_79faa592ed7b7d5e4a3a8ab9fa16fba4
false,Trip.com,10,2026-03-02,非常好的旅館，住了很多次，這次發現：櫃台尼泊爾員工服務態度較不友善，早餐還是可以，只是沒有以前豐富。,,,とても良いホテルで、何度も宿泊しています。今回は、フロントのネパール人スタッフがあまりフレンドリーではなかったように感じました。朝食はまあまあでしたが、以前ほど種類は多くありませんでした。,,,ゲ‍ス‍ト,trip_1863355168
false,Booking.com,10,2026-03-02,,,,,,,Kawasaki,bookingcom_260186_796ea7aff1d53df3f688f3b2b3d833c0
false,Trip.com,8,2026-03-01,川崎駅からとても近いのになぜか迷いました笑笑笑笑笑笑笑 場所が分かってからはとても近くて便利でした！ Kアリーナを利用するときはいつも横浜駅周辺でホテルを探していたのですが、川崎までなら8分でつくので全然アリだなと思いました！また利用すると思います👍🏻 個人的に川崎駅はクリスピークリームドーナツが売ってるのが可愛くて好きです🍩💕,,,川崎駅からとても近いのになぜか迷いました笑笑笑笑笑笑笑 場所が分かってからはとても近くて便利でした！ Kアリーナを利用するときはいつも横浜駅周辺でホテルを探していたのですが、川崎までなら8分でつくので全然アリだなと思いました！また利用すると思います👍🏻 個人的に川崎駅はクリスピークリームドーナツが売ってるのが可愛くて好きです🍩💕,,,y‍u‍m‍y‍u‍m‍_‍0‍1,trip_1862008750
false,Trip.com,7,2026-03-01,酒店離地鐵站及JR都非常近，周邊食肆很多，購物商場也很多，非常熱鬧及方便。但房間比較暗，中央冷氣所以很熱，但有提供風扇。我們是連續住兩晚，第二天早上我們將垃圾桶及毛巾放在門口，晚上回來發現清潔員工竟然不提供替換物資給我們，要我們跟前台自行索取，這一點酒店必須培訓一下員工。,,,ホテルは地下鉄とJR線に非常に近く、周辺には多くのレストランやショッピングモールがあり、活気があって便利な立地です。しかし、部屋はやや暗く、扇風機は備え付けられていましたが、セントラル空調のせいでかなり暑かったです。私たちは2泊連続で滞在し、2日目の朝、ゴミ箱とタオルをドアの外に置いておきました。夕方に戻ってみると、清掃スタッフが補充品を用意してくれておらず、フロントに頼まなければなりませんでした。ホテルはこの点についてスタッフの研修を行う必要があると思います。,,,ゲ‍ス‍ト,trip_1862705370
false,Google,4,2026-03-01,,,,,,,Masanori Nagayama,google_ChIJ2dgSdPttH2AR3N7Ip3WIiwc_faccbe696ac710ad75aeac090fa68aa6
false,Booking.com,9,2026-04-30,,,,,,,Masanori,bookingcom_260186_d1949a2fa9704df7aaa4363eddedfa8d
